census_id,country,year,census_label,geolev2,wh_ratio,single_1519,single_2024,single_2529,single_3034,single_3539,single_4044,single_4549,avg_educ,log_popdens,sex_ratio
204_1979,204,1979,Benin 1979,204001004,1.0688622754491,0.9625,0.369565217391304,0.28169014084507,0.127272727272727,0.0491803278688525,0.0256410256410256,0,0.0770348837209302,1.21194094275487,0.915492957746479
204_1979,204,1979,Benin 1979,204001005,1.16952054794521,0.900709219858156,0.576086956521739,0.241379310344828,0.133333333333333,0.0925925925925926,0.0625,0.0597014925373134,0.309468822170901,2.38600669064554,0.893203883495146
204_1979,204,1979,Benin 1979,204001006,1.06441717791411,0.857142857142857,0.571428571428571,0.205128205128205,0.11864406779661,0.0222222222222222,0.0526315789473684,0.0294117647058824,0.173854447439353,1.4678743832736,0.98394495412844
204_1979,204,1979,Benin 1979,204002001,1.12201591511936,0.921875,0.664285714285714,0.348314606741573,0.223140495867769,0.150793650793651,0.134920634920635,0.0681818181818182,0.194805194805195,3.86660711634304,0.909940526762957
204_1979,204,1979,Benin 1979,204002002,1.20646766169154,0.9,0.6875,0.318840579710145,0.210526315789474,0.0602409638554217,0.0204081632653061,0.04,0.0605095541401274,3.48492556445222,0.762345679012346
204_1979,204,1979,Benin 1979,204002003,1.18337408312958,0.89010989010989,0.478260869565217,0.282608695652174,0.132352941176471,0.126984126984127,0.0263157894736842,0.15625,0.131696428571429,1.93296961569564,0.895348837209302
204_1979,204,1979,Benin 1979,204002004,1.27089783281734,0.894308943089431,0.644628099173554,0.3515625,0.209090909090909,0.18348623853211,0.118421052631579,0.0428571428571429,0.214065391733498,2.57261225929107,0.854732895970009
204_1979,204,1979,Benin 1979,204002005,1.07323943661972,0.907407407407407,0.566433566433567,0.294573643410853,0.142857142857143,0.091743119266055,0.0606060606060606,0.0481927710843374,0.0713822193380922,3.27298512740042,0.870873786407767
204_1979,204,1979,Benin 1979,204002006,1.26833976833977,0.961832061068702,0.772727272727273,0.5,0.263636363636364,0.22,0.184210526315789,0.166666666666667,0.584713375796178,3.33184729534587,0.832188420019627
204_1979,204,1979,Benin 1979,204002007,1.08488063660477,0.865853658536585,0.476923076923077,0.305555555555556,0.15625,0.0909090909090909,0.0555555555555556,0.106382978723404,0.130434782608696,2.39242575860261,0.96584440227704
204_1979,204,1979,Benin 1979,204002008,1.2609819121447,0.958762886597938,0.78,0.406976744186047,0.142857142857143,0.127272727272727,0.145833333333333,0.0851063829787234,0.218436873747495,1.591273910727,0.780821917808219
204_1979,204,1979,Benin 1979,204002009,1.28240740740741,0.977272727272727,0.823529411764706,0.651162790697675,0.282051282051282,0.257142857142857,0.08,0.04,0.284539473684211,2.55955021637232,0.861256544502618
204_1979,204,1979,Benin 1979,204003001,1.48687350835322,0.977653631284916,0.675925925925926,0.25,0.125,0.0916666666666667,0.0736842105263158,0.0707070707070707,0.476890756302521,4.71849887129509,0.699313786650031
204_1979,204,1979,Benin 1979,204003002,1.48603351955307,0.980392156862745,0.737967914438503,0.386904761904762,0.128571428571429,0.0625,0.123809523809524,0.0315789473684211,0.426596177307849,5.13920440561907,0.756740563211504
204_1979,204,1979,Benin 1979,204003003,1.55495495495496,0.990476190476191,0.626865671641791,0.192307692307692,0.186666666666667,0.152542372881356,0.0967741935483871,0.0697674418604651,0.320053120849934,4.98182424991196,0.694094869312682
204_1979,204,1979,Benin 1979,204003004,1.57565217391304,0.966183574879227,0.763285024154589,0.4,0.10752688172043,0.0857142857142857,0.105263157894737,0.0943396226415094,1.00671140939597,5.08183909854867,0.709329221279877
204_1979,204,1979,Benin 1979,204003005,1.16478190630048,0.831932773109244,0.366336633663366,0.1015625,0.025974025974026,0.0128205128205128,0,0.0166666666666667,0.144274809160305,5.30395148942804,0.867595818815331
204_1979,204,1979,Benin 1979,204003006,1.33387096774194,0.954545454545455,0.648148148148148,0.221374045801527,0.173076923076923,0.147368421052632,0.0882352941176471,0.0816326530612245,0.339047619047619,4.44100284696249,0.801715919923737
204_1979,204,1979,Benin 1979,204003007,1.475,0.973333333333333,0.647058823529412,0.196969696969697,0.0612244897959184,0.0961538461538462,0.0512820512820513,0.0714285714285714,0.200943396226415,4.4541147501121,0.711297071129707
204_1979,204,1979,Benin 1979,204003008,1.40103270223752,0.931818181818182,0.51948051948052,0.262626262626263,0.09,0.0481927710843374,0.04,0.112903225806452,0.232462173314993,4.1377232830823,0.764525993883792
204_1979,204,1979,Benin 1979,204004001,1.13528336380256,0.895104895104895,0.528,0.333333333333333,0.183333333333333,0.0779220779220779,0.0476190476190476,0.142857142857143,0.251370399373532,2.39242575860261,0.938978829389788
204_1979,204,1979,Benin 1979,204004002,1.2226148409894,0.883720930232558,0.616161616161616,0.261261261261261,0.128712871287129,0.149425287356322,0.032258064516129,0.025,0.096551724137931,2.29455292898831,0.902319902319902
204_1979,204,1979,Benin 1979,204004003,1.22685185185185,0.872549019607843,0.575,0.240963855421687,0.138461538461538,0.0886075949367089,0.0185185185185185,0.140350877192982,0.16897233201581,1.98924326593679,0.898461538461539
204_1979,204,1979,Benin 1979,204004004,1.16062176165803,0.944055944055944,0.461538461538462,0.300699300699301,0.216494845360825,0.171052631578947,0.164383561643836,0.0943396226415094,0.212908011869436,2.40604381515849,0.957780458383595
204_1979,204,1979,Benin 1979,204004005,1.2654028436019,0.960122699386503,0.774744027303754,0.395555555555556,0.162921348314607,0.1,0.1015625,0.0405405405405405,1.46477445514445,4.84332056460151,1.00702576112412
204_1979,204,1979,Benin 1979,204004006,1.08285714285714,0.881578947368421,0.622950819672131,0.258620689655172,0.0793650793650794,0.137931034482759,0.0789473684210526,0.105263157894737,0.0590452261306533,2.25549348146648,0.951417004048583
204_1979,204,1979,Benin 1979,204004007,1.0749354005168,0.914285714285714,0.484375,0.223684210526316,0.140845070422535,0.0545454545454545,0.108695652173913,0.0571428571428571,0.138669673055242,2.37676453369383,0.916515426497278
204_1979,204,1979,Benin 1979,204004008,1.12998266897747,0.923076923076923,0.649122807017544,0.301724137931035,0.153061224489796,0.108910891089109,0.148648648648649,0.113207547169811,0.203802281368821,1.6114359607854,0.983990147783251
204_1979,204,1979,Benin 1979,204005001,1.43452380952381,0.952830188679245,0.636363636363636,0.388888888888889,0.131147540983607,0.116279069767442,0.0384615384615385,0.0512820512820513,0.251116071428571,2.39516429862625,0.744783306581059
204_1979,204,1979,Benin 1979,204005002,1.45901639344262,0.968152866242038,0.709677419354839,0.346534653465347,0.156626506024096,0.164383561643836,0.0677966101694915,0.0615384615384615,0.6,3.18262671749378,0.754473161033797
204_1979,204,1979,Benin 1979,204005003,1.40631578947368,0.974576271186441,0.614035087719298,0.28169014084507,0.15,0.0289855072463768,0.0579710144927536,0.0526315789473684,0.384615384615385,3.024319726713,0.703791469194313
204_1979,204,1979,Benin 1979,204005004,1.45893719806763,0.921052631578947,0.746268656716418,0.329113924050633,0.145161290322581,0.112903225806452,0.06,0.104166666666667,0.391382405745063,2.37861977574826,0.73753280839895
